Term	PMI score	Freq. in POS	Freq. in NEG	VAD original	VAD extended
cliftonville	7.593	137	0	0	0
#bookwizardchallenge	7.571	134	0	0	0
aureliano	7.357	108	0	0	0
venopian	7.097	83	0	0	0
aeturnus	6.928	70	0	0	0
sterne	6.885	67	0	0	1
oxt	6.870	66	0	0	0
windhelm	6.760	59	0	0	0
#elseworlds	6.664	108	1	0	0
whiterun	6.607	102	1	0	0
markarth	6.537	47	0	0	0
marquez	6.531	1001	20	0	0
girlstogirlsex	6.427	42	0	0	0
fortress	6.388	5249	126	1	1
angelis	6.277	36	0	0	0
horacio	6.263	72	1	0	0
#indianbank	6.249	71	1	0	0
homeade	6.221	34	0	0	0
riften	6.207	68	1	0	0
ggm	6.192	33	0	0	0
receptivity	6.162	65	1	0	1
vivifies	6.147	64	1	0	0
winterhold	6.132	31	0	0	0
linfield	6.100	30	0	0	0
falkreath	6.067	29	0	0	0
dodinsky	6.067	29	0	0	0
ashcans	6.067	29	0	0	0
macondo	6.033	57	1	0	0
jinsang	6.033	28	0	0	0
candlemass	6.022	85	2	0	0
bamburet	5.962	26	0	0	0
kichloo	5.864	48	1	0	0
buendia	5.801	45	1	0	0
pornographers	5.640	136	6	0	1
hrabal	5.610	56	2	0	0
cholera	5.610	151	7	1	1
picoult	5.603	131	6	0	0
schloss	5.528	34	1	0	0
thane	5.499	33	1	0	0
profoundest	5.438	31	1	0	1
bohumil	5.438	47	2	0	0
jor-el	5.407	30	1	0	0
#gabrielgarciamarquez	5.407	30	1	0	0
lethem	5.396	45	2	0	0
porous	5.374	59	3	1	1
moreau	5.293	82	5	0	0
companionable	5.284	232	16	0	1
deathlike	5.231	38	2	0	0
endling	5.192	24	1	0	0
zod	5.192	49	3	0	0
makarov	5.192	24	1	0	0
garcia	5.124	875	74	0	0
uniformity	5.108	45	3	1	1
doublethink	5.094	33	2	0	0
snowbird	5.017	41	3	0	0
autophile	5.001	30	2	0	0
#supergirl	4.985	182	17	0	0
balzac	4.985	60	5	0	0
bysshe	4.943	38	3	0	0
stendhal	4.863	26	2	0	0
whosoever	4.863	179	19	0	0
jarl	4.863	35	3	0	0
#recharge	4.863	26	2	0	0
gabo	4.841	43	4	0	0
wolfenstein	4.825	25	2	0	0
cottonwood	4.825	25	2	0	0
billows	4.825	103	11	0	0
fortresses	4.818	42	4	0	1
adelaja	4.745	39	4	0	0
teton	4.745	23	2	0	0
#superman	4.736	102	12	0	0
thoreau	4.712	262	33	0	0
karamazov	4.694	37	4	0	0
tinting	4.694	37	4	0	1
alcool	4.690	52	6	0	0
writhes	4.681	29	3	0	0
#stillness	4.681	29	3	0	0
wilcox	4.673	66	8	0	0
farmstead	4.667	36	4	0	0
goethe	4.653	123	16	0	0
allende	4.647	28	3	0	0
peopled	4.631	106	14	1	1
kal-el	4.575	26	3	0	0
akif	4.553	32	4	0	0
gabriel	4.533	1248	192	0	0
#skyrim	4.504	87	13	0	0
refreshment	4.494	55	8	1	1
batcave	4.471	72	11	0	0
krypton	4.458	53	8	0	0
#quiettime	4.458	29	4	0	0
leeched	4.458	29	4	0	1
rilke	4.425	272	46	0	0
#parkchat	4.424	28	4	0	0
#serenity	4.411	62	10	0	0
emerson	4.402	209	36	0	0
cien	4.400	33	5	0	0
schopenhauer	4.357	151	27	0	0
waldo	4.351	150	27	0	0
competing	4.316	900	172	0	1
tristesse	4.314	25	4	0	0
sweeter	4.304	668	129	0	1
#rest	4.303	35	6	0	0
merton	4.289	146	28	0	0
auster	4.275	39	7	0	1
renae	4.275	34	6	0	0
proust	4.275	44	8	0	0
rainer	4.256	156	31	0	1
wolfgang	4.256	102	20	0	0
fount	4.250	38	7	0	0
attics	4.234	23	4	0	1
peut	4.234	23	4	0	0
dissipating	4.219	51	10	0	1
incline	4.206	83	17	1	1
ellington	4.206	41	8	0	0
monastic	4.192	45	9	1	1
#goa	4.170	26	5	0	0
tolstoy	4.170	26	5	0	0
undemanding	4.154	30	6	0	0
savouring	4.147	43	9	0	0
kryptonian	4.124	42	9	0	0
wearisome	4.093	49	11	0	0
underfoot	4.073	48	11	0	0
aristotle	4.060	120	29	0	0
#seaofsolitude	4.027	38	9	0	0
abysses	4.024	34	8	0	1
octavio	4.020	61	15	0	0
karenina	4.016	26	6	0	0
lindbergh	4.010	22	5	0	0
personne	4.004	60	15	0	0
spurgeon	3.995	33	8	0	0
superman	3.991	913	242	1	1
smallville	3.988	29	7	0	0
#contemplation	3.978	25	6	0	0
stairways	3.978	25	6	0	1
dunces	3.965	21	5	0	1
stimulates	3.965	142	38	0	1
alta	3.957	39	10	0	0
ginsberg	3.942	85	23	0	0
undid	3.919	20	5	0	0
intoxicates	3.919	27	7	0	1
autres	3.919	20	5	0	0
hundred	3.915	3844	1102	1	1
tranquillity	3.896	88	25	0	1
#tranquility	3.882	26	7	0	0
contemplation	3.871	306	91	1	1
glens	3.855	22	6	0	1
confederacy	3.855	22	6	1	1
rejuvenation	3.855	22	6	0	1
stuttgart	3.844	25	7	0	0
purification	3.838	41	12	1	1
#silence	3.836	202	62	0	0
jodi	3.834	118	36	0	0
browning	3.832	60	18	0	1
uninterrupted	3.818	132	41	1	1
roux	3.811	43	13	0	0
stranding	3.797	30	9	0	1
#worldbookday	3.789	165	53	0	0
paz	3.778	72	23	0	0
lagerfeld	3.764	32	10	0	0
disciplines	3.764	77	25	0	1
inextricably	3.764	29	9	0	0
hesse	3.764	149	49	0	0
votre	3.764	35	11	0	0
deprives	3.764	56	18	0	1
recharge	3.755	888	298	1	1
hermitage	3.730	28	9	0	0
slowness	3.727	25	8	1	1
waldeinsamkeit	3.722	22	7	0	0
#quiet	3.719	85	29	0	0
jo-mei	3.716	19	6	0	0
enriches	3.707	67	23	0	1
walden	3.702	61	21	0	0
seule	3.702	30	10	0	0
skyrim	3.694	326	116	0	0
defied	3.690	38	13	0	1
keener	3.684	35	12	0	1
kafka	3.674	147	53	0	0
johann	3.666	86	31	0	0
#camping	3.664	37	13	0	0
revue	3.663	83	30	1	1
laurence	3.652	58	21	0	0
minimalism	3.627	33	12	0	1
supes	3.621	25	9	0	0
picasso	3.615	136	52	0	0
vega	3.614	110	42	1	1
luxuriously	3.604	22	8	0	1
quietude	3.591	57	22	0	0
rejuvenating	3.582	34	13	0	1
simplify	3.575	66	26	1	1
industrious	3.560	21	8	1	1
intrusion	3.556	55	22	1	1
#introverts	3.548	57	23	0	0
realism	3.543	201	83	1	1
einstein	3.536	264	110	0	0
dizon	3.526	25	10	0	0
warsan	3.513	111	47	0	0
#spiritchat	3.513	20	8	0	0
seul	3.513	55	23	0	0
tranquility	3.506	423	182	1	1
blueness	3.499	22	9	0	0
edison	3.490	56	24	0	0
bards	3.487	24	10	0	1
gibbon	3.487	24	10	0	0
vous	3.474	109	48	0	0
bliss	3.470	1935	865	1	1
#reflection	3.445	84	38	0	0
himalayas	3.443	36	16	0	0
rien	3.443	36	16	0	0
trample	3.435	40	18	1	1
#hiking	3.424	78	36	0	0
cette	3.420	33	15	0	0
grasps	3.413	37	17	0	1
rowe	3.413	37	17	0	1
#dccomics	3.413	18	8	0	0
suzanne	3.406	108	51	0	0
nous	3.405	43	20	0	0
exaltation	3.400	24	11	1	1
self-reflection	3.392	154	74	0	0
#alonetime	3.388	34	16	0	0
chopra	3.377	54	26	0	0
#cslewis	3.359	25	12	0	0
gurgling	3.359	21	10	0	0
relishing	3.359	33	16	0	1
lifeblood	3.359	19	9	1	1
avec	3.359	67	33	0	0
juansen	3.359	21	10	0	0
quixote	3.359	37	18	0	0
savored	3.359	27	13	0	1
retreats	3.359	79	39	0	1
#metime	3.340	50	25	0	0
colonel	3.332	110	56	1	1
#meditate	3.323	26	13	0	0
colombian	3.320	49	25	0	0
monde	3.320	24	12	0	0
camus	3.320	74	38	0	0
serenity	3.319	585	304	1	1
brault	3.316	22	11	0	0
undisturbed	3.316	45	23	1	1
savagery	3.312	41	21	1	1
lispector	3.308	18	9	0	0
kundera	3.308	18	9	0	0
#relaxation	3.302	33	17	0	0
#balance	3.279	47	25	0	0
visualise	3.272	32	17	0	0
realdonaldtrump	3.272	21	11	0	0
prayerful	3.272	21	11	0	1
quand	3.272	54	29	0	0
regroup	3.270	74	40	1	1
donner	3.264	19	10	0	0
besoin	3.264	19	10	0	0
#bliss	3.258	46	25	0	0
self-knowledge	3.254	17	9	0	0
amis	3.254	17	9	0	0
summits	3.254	26	14	0	1
heaney	3.254	17	9	0	0
prix	3.254	26	14	0	0
hurrying	3.246	24	13	0	1
aldous	3.238	61	34	0	0
rejuvenate	3.225	41	23	1	1
realign	3.225	20	11	0	0
peopling	3.225	20	11	0	1
meditation	3.219	865	497	1	1
dissatisfaction	3.215	186	107	1	1
recharging	3.213	82	47	0	1
voltaire	3.212	18	10	0	0
#peaceful	3.210	80	46	0	0
#zen	3.208	42	24	0	0
qui	3.206	126	73	0	0
zarathustra	3.205	23	13	0	0
supergirl	3.203	64	37	0	0
affords	3.200	28	16	0	1
monastery	3.200	57	33	1	1
furnace	3.194	38	22	1	1
monotony	3.190	178	105	1	1
blend	3.177	396	237	1	1
recharges	3.177	29	17	0	1
sphinx	3.177	19	11	1	1
sarton	3.174	142	85	0	0
#peaceofmind	3.167	32	19	0	0
extroversion	3.165	27	16	0	0
huxley	3.161	63	38	0	0
jeanne	3.149	93	57	0	0
blissful	3.147	368	227	1	1
une	3.142	123	76	0	0
keats	3.141	36	22	0	0
seclusion	3.139	283	176	1	1
oft	3.131	155	97	1	1
#lake	3.128	26	16	0	0
apostle	3.127	45	28	1	1
faire	3.121	51	32	0	1
retreat	3.118	604	384	1	1
nurtured	3.117	123	78	0	1
shelley	3.116	90	57	0	0
pensive	3.114	165	105	1	1
cultivates	3.108	27	17	0	1
dans	3.104	168	108	0	0
#hermit	3.101	16	10	0	0
immemorial	3.101	16	10	1	1
restorative	3.097	39	25	1	1
invincibility	3.097	19	12	0	1
sweetness	3.096	311	202	1	1
interruptions	3.094	65	42	0	1
replenish	3.093	22	14	1	1
retreated	3.091	51	33	0	1
mirth	3.089	28	18	1	1
hermann	3.087	98	64	0	0
#introvertlife	3.085	72	47	0	0
shire	3.081	149	98	1	1
#contest	3.071	110	73	0	0
a8	3.071	17	11	0	0
#mountains	3.071	65	43	0	0
interruption	3.071	38	25	1	1
deepak	3.071	50	33	0	0
penance	3.060	45	30	1	1
#meditation	3.060	171	115	0	0
chopin	3.051	24	16	0	0
decompress	3.050	46	31	1	1
lofty	3.047	103	70	1	1
indivisible	3.045	18	12	1	1
unplugging	3.045	18	12	0	1
dwelt	3.045	18	12	0	0
fait	3.037	57	39	0	0
bustle	3.035	106	73	1	1
woolf	3.032	61	42	0	0
sharpens	3.029	22	15	0	1
luthor	3.027	32	22	0	0
monks	3.027	65	45	0	1
communing	3.022	19	13	0	1
matsuo	3.022	19	13	0	0
#breathe	3.022	19	13	0	0
cetera	3.022	19	13	0	0
sabbath	3.015	189	133	0	0
refining	3.011	23	16	1	1
#peace	3.006	387	275	0	0
briefest	3.002	20	14	0	0
#interiordesign	2.991	17	12	0	0
#optoutside	2.991	17	12	0	0
#wilderness	2.984	32	23	0	0
kerouac	2.979	51	37	0	0
basho	2.976	29	21	0	0
#river	2.971	18	13	0	0
simplicity	2.966	180	133	1	1
skiing	2.966	53	39	1	1
#innerpeace	2.963	34	25	0	0
latitude	2.953	15	11	1	1
altitude	2.953	39	29	1	1
#himalayas	2.953	15	11	0	0
skis	2.953	15	11	0	0
introspection	2.951	265	199	1	1
#incredibleindia	2.944	36	27	0	0
franz	2.944	106	80	0	0
rhythms	2.943	32	24	0	1
foretold	2.940	24	18	0	0
durable	2.938	20	15	1	1
#introvert	2.936	193	147	0	0
sont	2.934	33	25	0	0
savor	2.931	89	68	1	1
meditating	2.930	98	75	1	1
repose	2.924	43	33	1	1
#arizona	2.924	21	16	0	0
sharper	2.917	35	27	0	1
cultivation	2.917	17	13	1	1
retreating	2.904	84	66	0	1
#ashverse	2.902	18	14	0	0
gita	2.902	18	14	0	0
sunlit	2.899	23	18	0	0
sanctity	2.889	24	19	1	1
preferring	2.889	84	67	0	1
solitudes	2.879	25	20	0	1
willard	2.879	25	20	0	0
coelho	2.879	72	58	0	0
purify	2.877	20	16	1	1
attained	2.877	41	33	0	1
droop	2.877	20	16	0	1
gens	2.873	31	25	0	0
delights	2.873	79	64	0	1
#kerala	2.873	15	12	0	0
#outdoors	2.868	59	48	0	0
inward	2.866	263	215	0	1
sandburg	2.857	22	18	0	0
contemplative	2.853	81	67	1	1
carrey	2.851	70	58	0	0
sages	2.848	17	14	0	1
rollo	2.848	17	14	0	0
unobtainable	2.848	29	24	0	0
recalibrate	2.848	17	14	0	0
aluminum	2.848	17	14	1	1
dragonborn	2.848	17	14	0	0
impala	2.839	131	110	0	0
#naturelover	2.838	18	15	0	0
gentleness	2.838	56	47	1	1
relaxation	2.837	158	133	1	1
#artgallery	2.828	19	16	0	0
sanctuaries	2.820	20	17	0	1
stillness	2.809	583	505	1	1
tellement	2.809	14	12	0	0
#motivate	2.809	14	12	0	0
shihab	2.809	14	12	0	0
quietness	2.806	229	199	0	1
multitude	2.802	140	122	1	1
#creativity	2.801	70	61	0	0
#paradise	2.799	15	13	0	0
#reflections	2.799	15	13	0	0
paolo	2.799	23	20	0	0
lusted	2.799	15	13	0	1
dolph	2.799	15	13	0	0
scenic	2.797	56	49	1	1
qu	2.795	32	28	0	0
tranquil	2.792	117	103	1	1
meditated	2.791	16	14	0	1
chagrin	2.791	16	14	1	1
alastor	2.791	16	14	0	0
#extrovert	2.791	16	14	0	0
#fishing	2.791	16	14	0	0
appoints	2.788	25	22	0	1
#namaste	2.784	17	15	0	0
disturbances	2.784	17	15	0	1
m83	2.784	26	23	0	0
colette	2.779	27	24	0	0
guin	2.777	18	16	0	0
intrude	2.775	57	51	1	1
clarice	2.771	19	17	0	0
#natureverse	2.771	19	17	0	0
amenities	2.768	30	27	0	1
coincidences	2.766	20	18	0	1
richness	2.761	251	228	1	1
meditate	2.761	284	258	1	1
mediation	2.761	32	29	1	1
perilous	2.750	36	33	1	1
recollect	2.749	24	22	1	1
frightful	2.748	37	34	1	1
fortitude	2.748	88	81	1	1
savour	2.744	39	36	0	0
merriment	2.743	26	24	1	1
quoi	2.740	13	12	0	0
#maine	2.740	13	12	0	0
#getoutside	2.740	27	25	0	0
silky	2.736	43	40	1	1
laureate	2.735	14	13	1	1
murmuring	2.732	30	28	0	1
wisps	2.730	15	14	0	1
hikers	2.726	16	15	0	1
beaucoup	2.726	16	15	0	0
#weekendvibes	2.726	16	15	0	0
heady	2.725	34	32	1	1
#sunsets	2.723	17	16	0	0
regenerate	2.720	18	17	1	1
muir	2.720	18	17	0	0
gains	2.719	192	182	0	1
birdsong	2.715	20	19	0	0
fulghum	2.712	21	20	0	0
tes	2.712	21	20	0	0
#pisces	2.712	21	20	0	0
#consciousness	2.710	22	21	0	0
#gratitude	2.708	96	92	0	0
nouwen	2.705	103	99	0	0
finality	2.705	25	24	1	1
#calm	2.704	52	50	0	0
midas	2.699	30	29	0	0
meditative	2.686	48	47	1	1
clarity	2.676	399	395	1	1
#enlightenment	2.666	13	13	0	0
choses	2.666	18	18	0	0
introversion	2.666	129	129	0	0
surrenders	2.666	14	14	0	1
regeneration	2.666	15	15	1	1
deluge	2.666	16	16	1	1
much-needed	2.666	21	21	0	0
simpleness	2.666	20	20	0	1
vistas	2.666	19	19	0	1
lucidity	2.666	16	16	0	1
dietrich	2.666	14	14	0	0
nhat	2.666	15	15	0	0
#rcot2019	2.666	14	14	0	0
ascetic	2.666	17	17	1	1
mazes	2.666	18	18	0	1
#waves	2.666	15	15	0	0
leighton	2.666	18	18	0	0
#views	2.666	17	17	0	0
commandment	2.666	13	13	1	1
#e32019	2.666	14	14	0	0
innermost	2.666	42	42	1	1
magnificence	2.666	14	14	1	1
servitude	2.634	30	31	1	1
labyrinth	2.633	88	91	1	1
tillich	2.632	145	150	0	0
mull	2.627	24	25	1	1
albert	2.624	257	268	0	0
browne	2.619	20	21	0	1
#astrology	2.619	20	21	0	0
equilibrium	2.619	20	21	1	1
#relax	2.618	40	42	0	0
journaling	2.618	40	42	0	1
restful	2.617	39	41	1	1
#fujifilm	2.617	19	20	0	0
spires	2.614	18	19	0	1
privacy	2.613	608	641	1	1
chronicle	2.610	34	36	1	1
pleasures	2.607	197	209	1	1
quantities	2.605	15	16	0	1
#seascape	2.605	15	16	0	0
#yoga	2.604	62	66	0	0
hanh	2.601	14	15	0	0
shrines	2.601	14	15	0	1
thich	2.601	14	15	0	0
lois	2.601	118	126	0	0
yellowstone	2.597	13	14	0	0
hike	2.596	207	222	1	1
peacefulness	2.596	82	88	0	1
#tarot	2.593	39	42	0	0
enjoyin	2.592	12	13	0	0
recharged	2.592	25	27	0	1
renewal	2.592	38	41	1	1
nurtures	2.592	12	13	0	1
invention	2.589	87	94	1	1
disrupted	2.586	35	38	0	1
withdraw	2.586	155	168	1	1
mockingbird	2.584	46	50	1	1
retires	2.582	45	49	0	1
clamoring	2.582	22	24	0	1
fasting	2.580	133	145	1	1
dostoevsky	2.579	21	23	0	0
serene	2.578	184	201	1	1
tous	2.575	20	22	0	0
sacred	2.573	402	441	1	1
thrived	2.573	30	33	0	1
#luxury	2.570	19	21	0	0
mists	2.566	18	20	0	1
#knowledge	2.566	18	20	0	0
recuperate	2.566	18	20	0	1
meridian	2.560	17	19	1	1
gregarious	2.560	35	39	1	1
comme	2.560	35	39	0	0
remoteness	2.560	17	19	1	1
perverse	2.560	35	39	1	1
disappoint	2.555	392	438	1	1
#backpacking	2.555	16	18	0	0
lightness	2.555	33	37	1	1
#intj	2.555	16	18	0	0
epiphanies	2.548	15	17	0	1
greenery	2.548	39	44	0	0
clark	2.543	168	190	0	0
clutter	2.542	37	42	1	1
#create	2.541	14	16	0	0
nourishing	2.539	36	41	0	1
gulls	2.538	21	24	0	1
refocus	2.537	28	32	0	0
ursula	2.536	35	40	0	0
ce	2.535	78	89	0	0
nobel	2.534	70	80	0	0
aspires	2.532	20	23	0	1
basking	2.531	89	102	0	1
solace	2.528	873	1002	1	1
#beachlife	2.526	19	22	0	0
canyon	2.525	118	136	1	1
comfortability	2.523	25	29	0	1
vais	2.523	12	14	0	0
#vacation	2.523	38	44	0	0
murat	2.523	12	14	0	0
hiking	2.523	181	209	1	1
wheeler	2.521	76	88	0	1
vraiment	2.519	18	21	0	0
stevenson	2.519	18	21	0	0
#abstract	2.517	24	28	0	0
commune	2.517	55	64	1	1
ea	2.516	98	114	0	1
queries	2.512	17	20	0	1
hammering	2.512	23	27	1	1
#woods	2.512	17	20	0	0
#nature	2.510	450	526	0	0
illicit	2.507	28	33	1	1
component	2.504	73	86	1	1
transcendence	2.503	16	19	1	1
des	2.502	168	198	0	0
soak	2.500	177	209	1	1
self-reliance	2.499	32	38	0	0
wuthering	2.496	26	31	0	0
batteries	2.495	133	158	0	1
slaughterhouse	2.494	15	18	1	1
gris	2.494	15	18	0	0
refine	2.494	15	18	1	1
jour	2.491	20	24	1	1
kayaking	2.491	20	24	0	1
karmic	2.491	20	24	1	1
meditations	2.490	25	30	0	1
henri	2.489	82	98	0	0
tardis	2.487	50	60	0	1
crystalline	2.483	14	17	1	1
muddle	2.483	14	17	1	1
#silhouette	2.483	14	17	0	0
atwood	2.483	14	17	0	0
inputs	2.483	14	17	0	1
openness	2.481	83	100	1	1
pas	2.480	185	223	1	1
ralph	2.479	155	187	0	0
gallen	2.478	28	34	0	0
jain	2.475	18	22	0	0
restores	2.475	18	22	0	1
hammock	2.473	32	39	1	1
bask	2.472	158	192	1	1
toute	2.472	13	16	0	1
canyons	2.465	17	21	0	1
nikola	2.465	17	21	0	0
#aquarius	2.465	17	21	0	0
vivre	2.465	17	21	0	0
introverts	2.462	393	482	0	0
#ukrunchat	2.458	12	15	0	0
ipa	2.458	38	47	0	0
ils	2.458	12	15	0	0
advisable	2.458	12	15	1	1
iqbal	2.454	16	20	0	0
hiked	2.454	16	20	0	1
dostoyevsky	2.452	20	25	0	0
#traveltuesday	2.452	20	25	0	0
prefers	2.448	266	331	0	1
windsor	2.443	27	34	0	1
pascal	2.443	23	29	0	0
imbued	2.443	15	19	0	0
transiting	2.443	11	14	0	1
ski	2.443	99	124	1	1
#bali	2.443	11	14	0	0
alejandra	2.443	11	14	0	0
self-reflect	2.443	11	14	0	0
metropolis	2.443	31	39	1	1
communion	2.443	95	119	1	1
avila	2.443	11	14	0	0
yumi	2.443	15	19	0	0
moloch	2.439	62	78	0	0
benign	2.437	34	43	1	1
campsite	2.432	18	23	1	1
sanction	2.429	14	18	1	1
obi-wan	2.429	14	18	0	0
#independence	2.429	14	18	0	0
silences	2.429	59	75	0	1
relish	2.429	100	127	1	1
#fineart	2.428	40	51	0	0
revel	2.428	92	117	1	1
grounding	2.425	32	41	1	1
#introvertproblems	2.419	49	63	0	0
chez	2.414	13	17	0	0
#spiritual	2.414	48	62	0	0
busyness	2.414	48	62	0	1
#infj	2.413	58	75	0	0
aime	2.410	23	30	0	1
introspect	2.410	23	30	0	1
compose	2.407	60	78	1	1
crystals	2.406	53	69	0	1
#paintings	2.403	19	25	0	0
ceasing	2.403	29	38	0	1
indispensable	2.403	19	25	1	1
#walk	2.403	19	25	0	0
marcel	2.401	32	42	0	0
wooded	2.400	22	29	0	1
solemnly	2.400	22	29	0	1
lovecraft	2.400	22	29	0	0
divinity	2.399	48	63	1	1
von	2.398	113	148	0	0
overlord	2.398	25	33	1	1
#moments	2.398	12	16	0	0
stanton	2.398	12	16	0	0
#forest	2.396	41	54	0	0
combining	2.394	31	41	0	1
hideaway	2.391	18	24	1	1
reveling	2.390	21	28	0	1
morrow	2.387	27	36	1	1
suis	2.384	39	52	0	0
overshadow	2.384	42	56	1	1
insurmountable	2.384	45	60	1	1
#ocean	2.384	45	60	0	0
colombia	2.383	51	68	0	0
caspar	2.378	11	15	0	0
encased	2.378	11	15	0	0
attaining	2.378	11	15	0	1
disengage	2.378	17	23	1	1
elinor	2.378	11	15	0	0
shipwrecked	2.378	11	15	0	1
#productivity	2.378	17	23	0	0
picturesque	2.378	32	43	1	1
seamus	2.378	17	23	0	0
cabins	2.378	23	31	0	1
ulysses	2.378	20	27	0	0
acquire	2.370	95	128	1	1
silence	2.370	5972	8026	1	1
doses	2.370	60	81	0	1
visualize	2.369	25	34	1	1
zones	2.367	214	289	0	1
peace	2.365	8908	12038	1	1
orwell	2.365	36	49	0	0
grid	2.361	86	117	1	1
slashed	2.360	13	18	0	1
borges	2.360	41	56	0	0
#fog	2.360	13	18	0	0
trespass	2.360	13	18	1	1
#gallery	2.360	13	18	0	0
sekiro	2.358	24	33	0	0
calmness	2.357	126	172	1	1
newport	2.356	32	44	0	0
dickinson	2.353	29	40	0	0
whitman	2.352	18	25	0	0
leisure	2.348	98	135	1	1
#contemporaryart	2.344	28	39	0	0
faiz	2.340	12	17	0	0
#traveller	2.340	12	17	0	0
self-discovery	2.340	38	53	0	0
ambivert	2.340	51	71	0	0
clearest	2.340	12	17	0	1
trop	2.337	35	49	0	1
unplug	2.337	35	49	1	1
emitted	2.329	14	20	0	1
mountains	2.327	712	999	1	1
attain	2.327	76	107	1	1
#literature	2.326	46	65	0	0
deepening	2.325	31	44	0	1
immerse	2.324	53	75	1	1
spiritual	2.322	936	1320	1	1
bergman	2.321	16	23	0	0
#wisdomwednesday	2.317	11	16	0	0
rejuvenated	2.317	11	16	1	1
#dusk	2.317	11	16	0	0
blacksmith	2.317	11	16	1	1
salinger	2.317	11	16	0	1
#attitude	2.317	11	16	0	0
#travelphotography	2.316	42	60	0	0
neruda	2.314	56	80	0	0
#mindfulness	2.314	132	188	0	0
addictive	2.314	450	640	1	1
luxurious	2.314	63	90	1	1
#beach	2.314	89	127	0	0
#travelblogger	2.313	25	36	0	0
sur	2.312	65	93	0	1
tout	2.311	46	66	1	1
creativity	2.310	471	673	1	1
#photographyisart	2.309	13	19	0	0
ori	2.309	20	29	0	0
brainy	2.309	13	19	1	1
mastering	2.305	45	65	0	1
favorable	2.305	22	32	1	1
#traveler	2.303	15	22	0	0
energizing	2.303	15	22	0	1
sabbatical	2.298	17	25	1	1
regaining	2.298	17	25	0	1
#focus	2.298	26	38	0	0
#painting	2.296	104	151	0	0
#water	2.295	28	41	0	0
fruitful	2.295	77	112	1	1
obligations	2.292	85	124	0	1
artifacts	2.291	10	15	0	1
magick	2.291	10	15	0	0
solitariness	2.291	10	15	0	1
undertake	2.291	21	31	1	1
#oilpainting	2.291	21	31	0	0
refuel	2.291	10	15	1	1
#artoftheday	2.291	10	15	0	0
cormac	2.291	10	15	0	0
convent	2.291	10	15	1	1
mojave	2.291	10	15	0	0
temps	2.289	34	50	0	1
vacant	2.287	164	240	1	1
#mountain	2.286	25	37	0	0
tame	2.286	142	208	1	1
periodic	2.283	14	21	1	1
#spiritualawakening	2.283	14	21	0	0
squander	2.283	14	21	1	1
crusaders	2.283	14	21	0	1
preferred	2.282	307	451	0	1
monk	2.281	146	215	1	1
catch-22	2.280	16	24	0	0
spontaneity	2.280	16	24	1	1
descent	2.277	98	145	1	1
opt	2.276	62	92	1	1
preserve	2.276	83	123	1	1
immersion	2.275	22	33	1	1
extroverts	2.275	116	172	0	0
abstinence	2.271	30	45	1	1
moby	2.271	30	45	0	0
kryptonite	2.270	34	51	1	1
secrecy	2.270	34	51	1	1
#sunrise	2.267	46	69	0	0
#naturelovers	2.260	39	59	0	0
stout	2.260	23	35	1	1
agreeable	2.260	13	20	1	1
mutation	2.260	11	17	1	1
#microprompt	2.260	15	23	0	0
adaption	2.260	15	23	0	1
interludes	2.260	11	17	0	1
ingenious	2.260	13	20	1	1
salutations	2.260	13	20	0	1
oils	2.260	29	44	1	1
elysium	2.260	11	17	0	0
firing	2.260	87	131	1	1
laboratory	2.260	15	23	1	1
#adventure	2.255	62	94	0	0
#sun	2.252	38	58	0	0
nourishment	2.249	28	43	1	1
hermits	2.248	51	78	0	1
bourgeois	2.246	22	34	1	1
tekken	2.245	20	31	0	0
maturity	2.241	190	291	1	1
sentir	2.238	14	22	0	0
paulo	2.237	55	85	0	0
optimal	2.237	27	42	0	1
reflective	2.236	79	122	1	1
eloquence	2.235	12	19	1	1
observers	2.235	12	19	0	1
#wanderlust	2.235	38	59	0	0
fast-paced	2.235	12	19	0	0
mindfulness	2.233	71	110	1	1
toi	2.233	23	36	0	0
surrealism	2.230	10	16	0	1
#instatravel	2.230	10	16	0	0
outdoors	2.230	131	203	1	1
paddling	2.230	10	16	0	1
wakanda	2.230	10	16	0	0
ripples	2.230	21	33	0	1
ascendant	2.230	10	16	1	1
#runchat	2.230	10	16	0	0
stasis	2.230	10	16	0	0
originality	2.229	30	47	1	1
worldly	2.223	78	122	1	1
sanctuary	2.222	318	496	1	1
quiver	2.221	24	38	1	1
mikhail	2.219	15	24	0	0
cabin	2.219	299	468	1	1
require	2.219	405	634	1	1
effectiveness	2.218	22	35	1	1
toons	2.216	36	57	0	0
#portraitphotography	2.214	13	21	0	0
metamorphosis	2.214	20	32	1	1
conduit	2.214	13	21	1	1
detox	2.214	48	76	0	0
sais	2.214	13	21	0	0
awaken	2.212	107	169	1	1
interrupted	2.209	113	179	1	1
#abstractart	2.209	18	29	0	0
enjoying	2.208	2769	4378	1	1
self-growth	2.206	11	18	0	0
simpler	2.206	88	140	0	1
afforded	2.204	28	45	0	1
considerable	2.203	33	53	1	1
photographing	2.203	16	26	0	1
cleansing	2.201	48	77	1	1
#trees	2.198	46	74	0	0
involuntary	2.198	51	82	1	1
destitute	2.197	91	146	1	1
buddhist	2.196	29	47	1	1
imperial	2.196	44	71	1	1
solstice	2.192	37	60	0	0
interior	2.190	86	139	1	1
centering	2.189	17	28	0	1
